Discipline ,Product,Sub-Type,Sub-Sub-Type,VBIS Tag
Fire Detection,Documents,Register,,FD-Doc-Reg
Fire Detection,Documents,Register,Assets,FD-Doc-Reg-As
Fire Detection,Documents,Register,Documents,FD-Doc-Reg-Doc
Fire Detection,Documents,Register,Equipment,FD-Doc-Reg-Eq
Fire Detection,Documents,Report,,FD-Doc-Re
Fire Detection,Documents,Schedule,,FD-Doc-Sc
Fire Detection,Documents,Software,,FD-Doc-So
Fire Detection,Documents,Software,Operating System,FD-Doc-So-OS
Fire Detection,Documents,Software,Firmware,FD-Doc-So-Fi
Fire Detection,Documents,Software,Application,FD-Doc-So-Ap
Fire Detection,Documents,Specification,,FD-Doc-Spec
Fire Detection,Documents,Technical Literature,,FD-Doc-TL
Fire Detection,Documents,Template,,FD-Doc-Te
Fire Detection,Documents,Template,Document,FD-Doc-Te-Doc
Fire Detection,Documents,Template,Drawing,FD-Doc-Te-Dr
Fire Detection,Documents,Template,Model,FD-Doc-Te-Mo
Fire Detection,Documents,Template,Presentation,FD-Doc-Te-Pr
Fire Detection,Documents,Template,Spreadsheet,FD-Doc-Te-Sp
Fire Detection,Documents,Test Results,,FD-Doc-TR
Fire Detection,Documents,Warranty,,FD-Doc-Wa
Fire Detection,Documents,Warranty,Certificate,FD-Doc-Wa-Ce
Fire Detection,Documents,Warranty,Claim,FD-Doc-Wa-Cl
Fire Detection,Documents,Warranty,Terms& Conditions,FD-Doc-Wa-TC
Fire Detection,Documents,Warranty,Warranty Record,FD-Doc-Wa-WR
Fire Resistance,,,,FR
Fire Resistance,Fire Stopping,,,FR-FS
Fire Resistance,Fire Stopping,Fibre Stuffing,,FR-FS-FS
Fire Resistance,Fire Stopping,Foam,,FR-FS-Fo
Fire Resistance,Fire Stopping,Mortar,,FR-FS-Mo
Fire Resistance,Fire Stopping,Intumescent Pillow,,FR-FS-IP
Fire Resistance,Fire Stopping,Sealant,,FR-FS-Se
Fire Resistance,Sleeves,,,FR-Sl
Fire Resistance,Curtains,,,FR-Cu
Fire Resistance,Curtains,Fire,,FR-Cu-Fi
Fire Resistance,Curtains,Fire,Vertical,FR-Cu-Fi-Ve
Fire Resistance,Curtains,Fire,Horizontal,FR-Cu-Fi-Ho
Fire Resistance,Curtains,Smoke,,FR-Cu-Sm
Fire Resistance,Curtains,Smoke,Vertical,FR-Cu-Sm-Ve
Fire Resistance,Curtains,Smoke,Horizontal,FR-Cu-Sm-Ho
Fire Resistance,Fire Louvers,,,FR-FL
Fire Resistance,Fire Louvers,Door,,FR-FL-Do
Fire Resistance,Fire Louvers,Duct,,FR-FL-Du
Fire Resistance,Documents,,,FR-Doc
Fire Resistance,Documents,Advice Note,,FR-Doc-AN
Fire Resistance,Documents,Brief,,FR-Doc-Br
Fire Resistance,Documents,Brief,Client,FR-Doc-Br-Cl
Fire Resistance,Documents,Brief,Return,FR-Doc-Br-Re
Fire Resistance,Documents,Calculations,,FR-Doc-Calc
Fire Resistance,Documents,Certification,,FR-Doc-Ce
Fire Resistance,Documents,Contract,,FR-Doc-Co
Fire Resistance,Documents,Contract,Conditions,FR-Doc-Co-Co
Fire Resistance,Documents,Contract,Sub-contract,FR-Doc-Co-SC
Fire Resistance,Documents,Contract,Statement of Work,FR-Doc-Co-SOW
Fire Resistance,Documents,Contract,Return Brief,FR-Doc-Co-RB
Fire Resistance,Documents,Contract,Expression of Interest,FR-Doc-Co-EOI
Fire Resistance,Documents,Contract,Tender Submission,FR-Doc-Co-TS
Fire Resistance,Documents,Contract,Letter of Offer,FR-Doc-Co-LOO
Fire Resistance,Documents,Contract,Letter of Intent,FR-Doc-Co-LOI
Fire Resistance,Documents,Contract,Attachment,FR-Doc-Co-At
Fire Resistance,Documents,Contract,Addendum,FR-Doc-Co-Ad
Fire Resistance,Documents,Contract,Novation,FR-Doc-Co-No
Fire Resistance,Documents,Contract,Variation,FR-Doc-Co-Va
Fire Resistance,Documents,Drawing,,FR-Doc-Dr
Fire Resistance,Documents,Drawing,Cover Sheet,FR-Doc-Dr-CS
Fire Resistance,Documents,Drawing,Legend,FR-Doc-Dr-Le
Fire Resistance,Documents,Drawing,Plan,FR-Doc-Dr-Pl
Fire Resistance,Documents,Drawing,Elevations,FR-Doc-Dr-El
Fire Resistance,Documents,Drawing,Details,FR-Doc-Dr-De
Fire Resistance,Documents,Drawing,Schematic,FR-Doc-Dr-Sc
Fire Resistance,Documents,Letter,,FR-Doc-Le
Fire Resistance,Documents,Management System,,FR-Doc-MS
Fire Resistance,Documents,Management System,Plan,FR-Doc-MS-Pl
Fire Resistance,Documents,Management System,Policy,FR-Doc-MS-Po
Fire Resistance,Documents,Management System,Procedure,FR-Doc-MS-Pr
Fire Resistance,Documents,Management System,Guideline,FR-Doc-MS-Gu
Fire Resistance,Documents,Management System,Work Instruction,FR-Doc-MS-WI
Fire Resistance,Documents,Management System,Form,FR-Doc-MS-Fo
Fire Resistance,Documents,Management System,Template,FR-Doc-MS-Te
Fire Resistance,Documents,Management System,Register,FR-Doc-MS-Reg
Fire Resistance,Documents,Manual,,FR-Doc-Man
Fire Resistance,Documents,Manual,Manufacturer,FR-Doc-Man-Ma
Fire Resistance,Documents,Manual,O&M Manual,FR-Doc-Man-OM
Fire Resistance,Documents,Maintenance,,FR-Doc-Ma
Fire Resistance,Documents,Maintenance,Certificate,FR-Doc-Ma-Ce
Fire Resistance,Documents,Maintenance,Corrective Action Record,FR-Doc-Ma-CAR
Fire Resistance,Documents,Maintenance,Inspection Report,FR-Doc-Ma-IR
Fire Resistance,Documents,Maintenance,Operating Procedure,FR-Doc-Ma-OP
Fire Resistance,Documents,Maintenance,Preventative Maintenance Record,FR-Doc-Ma-PMR
Fire Resistance,Documents,Maintenance,Repair Recommendation,FR-Doc-Ma-RR
Fire Resistance,Documents,Maintenance,Switching Procedure,FR-Doc-Ma-SP
Fire Resistance,Documents,Media,,FR-Doc-Me
Fire Resistance,Documents,Media,Audio,FR-Doc-Me-Au
Fire Resistance,Documents,Media,Image,FR-Doc-Me-Im
Fire Resistance,Documents,Media,Movie,FR-Doc-Me-Mo
Fire Resistance,Documents,Model,,FR-Doc-Mo
Fire Resistance,Documents,Model,Source File,FR-Doc-Mo-SF
Fire Resistance,Documents,Model,Federated File,FR-Doc-Mo-FF
Fire Resistance,Documents,Model,Point Cloud Scan,FR-Doc-Mo-PCS
Fire Resistance,Documents,OH&S,,FR-Doc-OHS
Fire Resistance,Documents,OH&S,Guideline,FR-Doc-OHS-Gu
Fire Resistance,Documents,OH&S,Hazard Register,FR-Doc-OHS-HReg
Fire Resistance,Documents,OH&S,Management System,FR-Doc-OHS-MS
Fire Resistance,Documents,OH&S,Plan,FR-Doc-OHS-Pl
Fire Resistance,Documents,OH&S,Policy,FR-Doc-OHS-Po
Fire Resistance,Documents,OH&S,Procedure,FR-Doc-OHS-Pr
Fire Resistance,Documents,OH&S,Risk Analysis,FR-Doc-OHS-RA
Fire Resistance,Documents,OH&S,Risk Register,FR-Doc-OHS-RReg
Fire Resistance,Documents,OH&S,Safe Work Instruction,FR-Doc-OHS-SWI
Fire Resistance,Documents,OH&S,Safety Data Sheet,FR-Doc-OHS-SDS
Fire Resistance,Documents,OH&S,Safety Plan,FR-Doc-OHS-SP
Fire Resistance,Documents,Programme,,FR-Doc-Pr
Fire Resistance,Documents,Register,,FR-Doc-Reg
Fire Resistance,Documents,Register,Assets,FR-Doc-Reg-As
Fire Resistance,Documents,Register,Documents,FR-Doc-Reg-Doc
Fire Resistance,Documents,Register,Equipment,FR-Doc-Reg-Eq
Fire Resistance,Documents,Report,,FR-Doc-Re
Fire Resistance,Documents,Schedule,,FR-Doc-Sc
Fire Resistance,Documents,Software,,FR-Doc-So
Fire Resistance,Documents,Software,Operating System,FR-Doc-So-OS
Fire Resistance,Documents,Software,Firmware,FR-Doc-So-Fi
Fire Resistance,Documents,Software,Application,FR-Doc-So-Ap
Fire Resistance,Documents,Specification,,FR-Doc-Spec
Fire Resistance,Documents,Technical Literature,,FR-Doc-TL
Fire Resistance,Documents,Template,,FR-Doc-Te
Fire Resistance,Documents,Template,Document,FR-Doc-Te-Doc
Fire Resistance,Documents,Template,Drawing,FR-Doc-Te-Dr
Fire Resistance,Documents,Template,Model,FR-Doc-Te-Mo
Fire Resistance,Documents,Template,Presentation,FR-Doc-Te-Pr
Fire Resistance,Documents,Template,Spreadsheet,FR-Doc-Te-Sp
Fire Resistance,Documents,Test Results,,FR-Doc-TR
Fire Resistance,Documents,Warranty,,FR-Doc-Wa
Fire Resistance,Documents,Warranty,Certificate,FR-Doc-Wa-Ce
Fire Resistance,Documents,Warranty,Claim,FR-Doc-Wa-Cl
Fire Resistance,Documents,Warranty,Terms& Conditions,FR-Doc-Wa-TC
Fire Resistance,Documents,Warranty,Warranty Record,FR-Doc-Wa-WR
Fire Suppression,,,,FS
Fire Suppression,Pumps,,,FS-Pu
Fire Suppression,Pumps,Fire Protection Pumpset,,FS-Pu-FPP
Fire Suppression,Pumps,Fire Protection Pumpset,Electric,FS-Pu-FPP-El
Fire Suppression,Pumps,Fire Protection Pumpset,Diesel,FS-Pu-FPP-Di
Fire Suppression,Pumps,Fire Protection Ancillary Pumpset,,FS-Pu-FPAP
Fire Suppression,Pumps,Fire Protection Pumpset Control Panel,,FS-Pu-FPPCP
Fire Suppression,Pumps,Fire Protection Pumpset Fuel Tank,,FS-Pu-FPPFT
Fire Suppression,Tanks,,,FS-Ta
Fire Suppression,Tanks,Fire Protection Water Tank,,FS-Ta-FPWT
Fire Suppression,Tanks,Fire Protection Foam Concentrate Tank,,FS-Ta-FPFCT
Fire Suppression,Tanks,Fire Protection Hydrostatic Accumulator,,FS-Ta-FPHA
Fire Suppression,Tanks,Gaseous Fire Suppression Agent Containers,,FS-Ta-GFSAC
Fire Suppression,Sprinklers,,,FS-Sp
Fire Suppression,Sprinklers,Sprinkler Head,,FS-Sp-SH
Fire Suppression,Sprinklers,Sprinkler Control Valve Assembly,,FS-Sp-SCVA
Fire Suppression,Sprinklers,Sprinkler Stop Valve- Subsidiary,,FS-Sp-SSVS
Fire Suppression,Sprinklers,Sprinkler Check Valve,,FS-Sp-SCV
Fire Suppression,Sprinklers,Sprinkler Flow Switch,,FS-Sp-SFSw
Fire Suppression,Sprinklers,Sprinkler Pressure Switch,,FS-Sp-SPSw
Fire Suppression,Sprinklers,Sprinkler Remote Test Valve,,FS-Sp-SRTV
Fire Suppression,Sprinklers,Sprinkler Flow Test Facility,,FS-Sp-SFTF
Fire Suppression,Sprinklers,Sprinkler Water Motor Alarm,,FS-Sp-SWMA
Fire Suppression,Sprinklers,Sprinkler Air Compressor,,FS-Sp-SAC
Fire Suppression,Fire Protection Booster Assembly,,,FS-FPBA
Fire Suppression,Fire Protection Booster Assembly,Single,,FS-FPBA-Si
Fire Suppression,Fire Protection Booster Assembly,Dual,,FS-FPBA-Du
Fire Suppression,Fire Protection Booster Assembly,Quad,,FS-FPBA-Qu
Fire Suppression,Fire Protection Booster Assembly,Hex,,FS-FPBA-He
Fire Suppression,Fire Protection Booster Suction Point,,,FS-FPBSP
Fire Suppression,Fire Hydrant,,,FS-FH
Fire Suppression,Fire Hose Reel,,,FS-FHR
Fire Suppression,Lay Flat Hose,,,FS-LFH
Fire Suppression,Fire Pipework System ,,,FS-FPS
Fire Suppression,Fire Pipework System ,Fire Hydrant System Isolation Valve,,FS-FPS-FHSIV
Fire Suppression,Fire Pipework System ,Fire Hose Reel System Isolation Valve,,FS-FPS-FHRSIV
Fire Suppression,Fire Pipework System ,Flow Measuring Point,,FS-FPS-FMP
Fire Suppression,Fire Pipework System ,Flow Switch,,FS-FPS-FSw
Fire Suppression,Fire Pipework System ,Pressure Switch ,,FS-FPS-PSw
Fire Suppression,Fire Pipework System ,Pressure Relief Valve,,FS-FPS-PRe
Fire Suppression,Fire Pipework System ,Pressure Reducing Valve,,FS-FPS-PRV
Fire Suppression,Fire Pipework System ,Double Check Valve,,FS-FPS-DCV
Fire Suppression,Fire Pipework System ,Reduced Pressure Zone Device,,FS-FPS-RPZD
Fire Suppression,Fire Pipework System ,Roll Groove Coupling,,FS-FPS-RGC
Fire Suppression,Portable Fire Extinguisher,,,FS-PFE
Fire Suppression,Portable Fire Extinguisher,Water,,FS-PFE-Wa
Fire Suppression,Portable Fire Extinguisher,Wet Chemical,,FS-PFE-WC
Fire Suppression,Portable Fire Extinguisher,Foam,,FS-PFE-Fo
Fire Suppression,Portable Fire Extinguisher,Dry Chemical Powder,,FS-PFE-DCP
Fire Suppression,Portable Fire Extinguisher,Dry Chemical Powder,ABE,FS-PFE-DCP-ABE
Fire Suppression,Portable Fire Extinguisher,Dry Chemical Powder,BE,FS-PFE-DCP-BE
Fire Suppression,Portable Fire Extinguisher,Carbon Dioxide,,FS-PFE-CD
Fire Suppression,Portable Fire Extinguisher,Vaporising Liquid,,FS-PFE-VL
Fire Suppression,Fire Blanket,,,FS-FB
Fire Suppression,Wheeled Fire Extinguisher,,,FS-WFE
Fire Suppression,Wheeled Fire Extinguisher,Dry Chemical Powder,,FS-WFE-DCP
Fire Suppression,Wheeled Fire Extinguisher,Dry Chemical Powder,ABE,FS-WFE-DCP-ABE
Fire Suppression,Wheeled Fire Extinguisher,Dry Chemical Powder,BE,FS-WFE-DCP-BE
Fire Suppression,Wheeled Fire Extinguisher,Dry Chemical Powder,Regular,FS-WFE-DCP-Re
Fire Suppression,Wheeled Fire Extinguisher,Dry Chemical Powder,Purple K,FS-WFE-DCP-PK
Fire Suppression,Wheeled Fire Extinguisher,Clean Agent,,FS-WFE-CA
Fire Suppression,Wheeled Fire Extinguisher,Clean Agent,Halotron,FS-WFE-CA-Halotron
Fire Suppression,Wheeled Fire Extinguisher,Clean Agent,Novec 1230,FS-WFE-CA-Novec1230
Fire Suppression,Wheeled Fire Extinguisher,Clean Agent,Halon 1211,FS-WFE-CA-Halon1211
Fire Suppression,Wheeled Fire Extinguisher,Foam,,FS-WFE-Fo
Fire Suppression,Wheeled Fire Extinguisher,Foam,AR-AFFF,FS-WFE-Fo-ARAFFF
Fire Suppression,Wheeled Fire Extinguisher,Carbon Dioxide,,FS-WFE-CD
Fire Suppression,Wheeled Fire Extinguisher,Class D Dry Powder,,FS-WFE-CDDP
Fire Suppression,Wheeled Fire Extinguisher,Class D Dry Powder,Sodium Chloride,FS-WFE-CDDP-SC
Fire Suppression,Wheeled Fire Extinguisher,Class D Dry Powder,Copper,FS-WFE-CDDP-Cu
Fire Suppression,Vehicle Mounted Extinguisher,,,FS-VME
Fire Suppression,Vehicle Mounted Extinguisher,Dry Chemical,,FS-VME-DC
Fire Suppression,Vehicle Mounted Extinguisher,Dry Chemical,ABC,FS-VME-DC-ABC
Fire Suppression,Vehicle Mounted Extinguisher,Dry Chemical,Regular,FS-VME-DC-Re
Fire Suppression,Vehicle Mounted Extinguisher,Dry Chemical,Purple K,FS-VME-DC-PK
Fire Suppression,Vehicle Mounted Extinguisher,Wet Chemical,,FS-VME-WC
Fire Suppression,Warden Intercom Point,,,FS-WIP
Fire Suppression,Foam Master Isolation Panel,,,FS-FMIP
Fire Suppression,Documents,,,FS-Doc
Fire Suppression,Documents,Advice Note,,FS-Doc-AN
Fire Suppression,Documents,Brief,,FS-Doc-Br
Fire Suppression,Documents,Brief,Client,FS-Doc-Br-Cl
Fire Suppression,Documents,Brief,Return,FS-Doc-Br-Re
Fire Suppression,Documents,Calculations,,FS-Doc-Calc
Fire Suppression,Documents,Certification,,FS-Doc-Ce
Fire Suppression,Documents,Contract,,FS-Doc-Co
Fire Suppression,Documents,Contract,Conditions,FS-Doc-Co-Co
Fire Suppression,Documents,Contract,Sub-contract,FS-Doc-Co-SC
Fire Suppression,Documents,Contract,Statement of Work,FS-Doc-Co-SOW
Fire Suppression,Documents,Contract,Return Brief,FS-Doc-Co-RB
Fire Suppression,Documents,Contract,Expression of Interest,FS-Doc-Co-EOI
Fire Suppression,Documents,Contract,Tender Submission,FS-Doc-Co-TS
Fire Suppression,Documents,Contract,Letter of Offer,FS-Doc-Co-LOO
Fire Suppression,Documents,Contract,Letter of Intent,FS-Doc-Co-LOI
Fire Suppression,Documents,Contract,Attachment,FS-Doc-Co-At
Fire Suppression,Documents,Contract,Addendum,FS-Doc-Co-Ad
Fire Suppression,Documents,Contract,Novation,FS-Doc-Co-No
Fire Suppression,Documents,Contract,Variation,FS-Doc-Co-Va
Fire Suppression,Documents,Drawing,,FS-Doc-Dr
Fire Suppression,Documents,Drawing,Cover Sheet,FS-Doc-Dr-CS
Fire Suppression,Documents,Drawing,Legend,FS-Doc-Dr-Le
Fire Suppression,Documents,Drawing,Plan,FS-Doc-Dr-Pl
Fire Suppression,Documents,Drawing,Elevations,FS-Doc-Dr-El
Fire Suppression,Documents,Drawing,Details,FS-Doc-Dr-De
Fire Suppression,Documents,Drawing,Schematic,FS-Doc-Dr-Sc
Fire Suppression,Documents,Letter,,FS-Doc-Le
Fire Suppression,Documents,Management System,,FS-Doc-MS
Fire Suppression,Documents,Management System,Plan,FS-Doc-MS-Pl
Fire Suppression,Documents,Management System,Policy,FS-Doc-MS-Po
Fire Suppression,Documents,Management System,Procedure,FS-Doc-MS-Pr
Fire Suppression,Documents,Management System,Guideline,FS-Doc-MS-Gu
Fire Suppression,Documents,Management System,Work Instruction,FS-Doc-MS-WI
Fire Suppression,Documents,Management System,Form,FS-Doc-MS-Fo
Fire Suppression,Documents,Management System,Template,FS-Doc-MS-Te
Fire Suppression,Documents,Management System,Register,FS-Doc-MS-Reg
Fire Suppression,Documents,Manual,,FS-Doc-Man
Fire Suppression,Documents,Manual,Manufacturer,FS-Doc-Man-Ma
Fire Suppression,Documents,Manual,O&M Manual,FS-Doc-Man-OM
Fire Suppression,Documents,Maintenance,,FS-Doc-Ma
Fire Suppression,Documents,Maintenance,Certificate,FS-Doc-Ma-Ce
Fire Suppression,Documents,Maintenance,Corrective Action Record,FS-Doc-Ma-CAR
Fire Suppression,Documents,Maintenance,Inspection Report,FS-Doc-Ma-IR
Fire Suppression,Documents,Maintenance,Operating Procedure,FS-Doc-Ma-OP
Fire Suppression,Documents,Maintenance,Preventative Maintenance Record,FS-Doc-Ma-PMR
Fire Suppression,Documents,Maintenance,Repair Recommendation,FS-Doc-Ma-RR
Fire Suppression,Documents,Maintenance,Switching Procedure,FS-Doc-Ma-SP
Fire Suppression,Documents,Media,,FS-Doc-Me
Fire Suppression,Documents,Media,Audio,FS-Doc-Me-Au
Fire Suppression,Documents,Media,Image,FS-Doc-Me-Im
Fire Suppression,Documents,Media,Movie,FS-Doc-Me-Mo
Fire Suppression,Documents,Model,,FS-Doc-Mo
Fire Suppression,Documents,Model,Source File,FS-Doc-Mo-SF
Fire Suppression,Documents,Model,Federated File,FS-Doc-Mo-FF
Fire Suppression,Documents,Model,Point Cloud Scan,FS-Doc-Mo-PCS
Fire Suppression,Documents,OH&S,,FS-Doc-OHS
Fire Suppression,Documents,OH&S,Guideline,FS-Doc-OHS-Gu
Fire Suppression,Documents,OH&S,Hazard Register,FS-Doc-OHS-HReg
Fire Suppression,Documents,OH&S,Management System,FS-Doc-OHS-MS
Fire Suppression,Documents,OH&S,Plan,FS-Doc-OHS-Pl
Fire Suppression,Documents,OH&S,Policy,FS-Doc-OHS-Po
Fire Suppression,Documents,OH&S,Procedure,FS-Doc-OHS-Pr
Fire Suppression,Documents,OH&S,Risk Analysis,FS-Doc-OHS-RA
Fire Suppression,Documents,OH&S,Risk Register,FS-Doc-OHS-RReg
Fire Suppression,Documents,OH&S,Safe Work Instruction,FS-Doc-OHS-SWI
Fire Suppression,Documents,OH&S,Safety Data Sheet,FS-Doc-OHS-SDS
Fire Suppression,Documents,OH&S,Safety Plan,FS-Doc-OHS-SP
Fire Suppression,Documents,Programme,,FS-Doc-Pr
Fire Suppression,Documents,Register,,FS-Doc-Reg
Fire Suppression,Documents,Register,Assets,FS-Doc-Reg-As
Fire Suppression,Documents,Register,Documents,FS-Doc-Reg-Doc
Fire Suppression,Documents,Register,Equipment,FS-Doc-Reg-Eq
Fire Suppression,Documents,Report,,FS-Doc-Re
Fire Suppression,Documents,Schedule,,FS-Doc-Sc
Fire Suppression,Documents,Software,,FS-Doc-So
Fire Suppression,Documents,Software,Operating System,FS-Doc-So-OS
Fire Suppression,Documents,Software,Firmware,FS-Doc-So-Fi
Fire Suppression,Documents,Software,Application,FS-Doc-So-Ap
Fire Suppression,Documents,Specification,,FS-Doc-Spec
Fire Suppression,Documents,Technical Literature,,FS-Doc-TL
Fire Suppression,Documents,Template,,FS-Doc-Te
Fire Suppression,Documents,Template,Document,FS-Doc-Te-Doc
Fire Suppression,Documents,Template,Drawing,FS-Doc-Te-Dr
Fire Suppression,Documents,Template,Model,FS-Doc-Te-Mo
Fire Suppression,Documents,Template,Presentation,FS-Doc-Te-Pr
Fire Suppression,Documents,Template,Spreadsheet,FS-Doc-Te-Sp
Fire Suppression,Documents,Test Results,,FS-Doc-TR
Fire Suppression,Documents,Warranty,,FS-Doc-Wa
Fire Suppression,Documents,Warranty,Certificate,FS-Doc-Wa-Ce
Fire Suppression,Documents,Warranty,Claim,FS-Doc-Wa-Cl
Fire Suppression,Documents,Warranty,Terms& Conditions,FS-Doc-Wa-TC
Fire Suppression,Documents,Warranty,Warranty Record,FS-Doc-Wa-WR
"Furniture, Fittings & Equipment",,,,FFE
"Furniture, Fittings & Equipment",Air Freshener,,,FFE-AF
"Furniture, Fittings & Equipment",Bed Frame,,,FFE-BF
"Furniture, Fittings & Equipment",Bed Frame,Bunk,,FFE-BF-Bu
"Furniture, Fittings & Equipment",Bed Frame,Single,,FFE-BF-Si
"Furniture, Fittings & Equipment",Bed Frame,King Single,,FFE-BF-KS
"Furniture, Fittings & Equipment",Bed Frame,Double,,FFE-BF-Do
"Furniture, Fittings & Equipment",Bed Frame,Queen,,FFE-BF-Qu
"Furniture, Fittings & Equipment",Bed Frame,King,,FFE-BF-Ki
"Furniture, Fittings & Equipment",Bug Zapper,,,FFE-BZ
"Furniture, Fittings & Equipment",Cabinet,,,FFE-Ca
"Furniture, Fittings & Equipment",Cabinet,Tambour Door,,FFE-Ca-TD
"Furniture, Fittings & Equipment",Cabinet,Swing Door,,FFE-Ca-SD
"Furniture, Fittings & Equipment",Cabinet,Plan File,,FFE-Ca-PF
"Furniture, Fittings & Equipment",Cabinet,Filing,,FFE-Ca-Fi
"Furniture, Fittings & Equipment",Cabinet,Filing,Lateral,FFE-Ca-Fi-La
"Furniture, Fittings & Equipment",Cabinet,Filing,Vertical,FFE-Ca-Fi-Ve
"Furniture, Fittings & Equipment",Cabinet,Solander Box,,FFE-Ca-SB
"Furniture, Fittings & Equipment",Cots,,,FFE-Co
"Furniture, Fittings & Equipment",Cradles,,,FFE-Cr
"Furniture, Fittings & Equipment",Curtains,,,FFE-Cu
"Furniture, Fittings & Equipment",Curtains,Austrian,,FFE-Cu-Au
"Furniture, Fittings & Equipment",Curtains,Balloon,,FFE-Cu-Ba
"Furniture, Fittings & Equipment",Curtains,Blackout,,FFE-Cu-Bl
"Furniture, Fittings & Equipment",Curtains,Pairs,,FFE-Cu-Pai
"Furniture, Fittings & Equipment",Curtains,Panel,,FFE-Cu-Pa
"Furniture, Fittings & Equipment",Curtains,Door Panel,,FFE-Cu-DP
"Furniture, Fittings & Equipment",Curtains,Grommet,,FFE-Cu-Gr
"Furniture, Fittings & Equipment",Curtains,Lace,,FFE-Cu-La
